metric,mean,std,median
FLIP,0.007478633803393071,0.007281502000385049,0.005818536737933755
LPIPS,0.04831254139690039,0.03549069359291836,0.039464063942432404
SSIM,0.974746260801951,0.025018070220212574,0.9819070100784302
Hausdorff_Canny,10.770248565670466,34.37872954093305,3.605551275463989
